TMSTAMP,Air_Temperature_Avg,Relative_Humidity,SLP,Rain_ICA_Tot,WS_Mean,WD_Mean,Wind_Speed_Max,Snow_Depth_Avg,Solar_Radiation_Avg,Soil_Temperature_5cm,Soil_Temperature_10cm,Soil_Temperature_20cm,Soil_Temperature_50cm,Soil_Temperature_100cm,Soil_Moisture_5cm,Soil_Moisture_10cm,Soil_Moisture_20cm,Soil_Moisture_50cm,Soil_Moisture_100cm,station_id
2024-02-17 04:59:00,2.3758,61.84,1010.41,0,1.31892,354.149,1.55493,-0.0132419,-0.229,3.722,4.331,4.867,5.414,6.619,0.332,0.367,0.257,0.361,0.369,MDMSNT-01
2024-02-17 04:58:00,0.059,95.2,1009.73,0,1.42443,142.66,1.9992,0.00947922,-1.332,3.258,3.893,4.613,5.453,6.758,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:58:00,4.435,47.65,1009.15,0,1.15509,115.398,1.55493,-0.00224589,-0.369,4.861,5.866,6.258,7.296,8.71,0.44,0.391,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:58:00,3.2687,53.39,1009.62,0,1.43276,178.116,2.44347,,12.606,2.307,3.27,4.457,5.815,7.087,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:58:00,3.247,57.54,1009.74,0,2.0825,143.786,2.61007,-0.010528,-0.165,1.994,2.978,4.589,6.342,7.614,0.204,0.298,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:58:00,-3.4842,96.2,1007.21,0,0.705273,72.1183,1.1662,0.0497162,-9.362,,,,,,,,,,,MDMSNT-02
2024-02-17 04:58:00,2.275,66.54,1010.41,0,1.19952,348.418,1.38833,-0.014276,-0.327,3.722,4.331,4.867,5.414,6.619,0.332,0.367,0.257,0.361,0.369,MDMSNT-01
2024-02-17 04:57:00,4.435,46.84,1009.25,0,0.9996,92.7051,1.88813,-0.00253824,-0.336,4.861,5.866,6.258,7.296,8.71,0.44,0.391,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:57:00,3.2443,55.21,1009.74,0,1.79373,153.88,2.11027,-0.0107312,-0.216,1.994,2.978,4.589,6.342,7.614,0.204,0.298,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:57:00,0.06095,95.1,1009.73,0,1.72153,140.282,2.11027,0.000700563,-0.497,3.258,3.893,4.613,5.453,6.758,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:57:00,2.2779,66.54,1010.51,0,1.11067,339.799,1.22173,-0.0140594,-0.254,3.722,4.331,4.867,5.414,6.619,0.332,0.367,0.257,0.361,0.369,MDMSNT-01
2024-02-17 04:57:00,-3.473,96.2,1007.11,0,1.49385,98.0554,1.9992,0.0475103,-6.646,,,,,,,,,,,MDMSNT-02
2024-02-17 04:57:00,3.27985,53.06,1009.62,0,1.32169,168.664,1.88813,,14.71,2.307,3.27,4.457,5.815,7.087,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:56:00,4.435,48.21,1009.35,0,0.455373,110.172,0.721933,-0.00262625,-0.447,4.861,5.866,6.258,7.296,8.71,0.44,0.391,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:56:00,3.2398,52.16,1009.62,0,1.08012,168.846,1.8326,,14.777,2.307,3.27,4.457,5.815,7.087,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:56:00,3.2184,57.08,1009.74,0,1.952,153.533,2.27687,-0.0105214,-0.122,1.994,2.978,4.589,6.342,7.614,0.204,0.298,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:56:00,0.0744,94.9,1009.73,0,1.59381,136.786,1.94367,0.0137309,-1.712,3.258,3.893,4.613,5.453,6.758,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:56:00,-3.473,96.3,1007.11,0,0.277667,88.5712,1.3328,0.0408728,-7.407,,,,,,,,,,,MDMSNT-02
2024-02-17 04:56:00,2.2998,66.49,1010.61,0,1.16342,338.094,1.22173,-0.0152651,-0.658,3.722,4.331,4.867,5.414,6.619,0.332,0.367,0.257,0.361,0.369,MDMSNT-01
2024-02-17 04:55:00,0.0856,94.8,1009.73,0,2.14081,141.566,2.499,0.0136439,-2.171,3.258,3.893,4.613,5.453,6.758,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:55:00,3.255,52.92,1009.52,0,1.73264,161.954,2.22133,,14.816,2.307,3.27,4.457,5.815,7.087,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:55:00,4.4358,46.73,1009.35,0,0.652517,107.085,0.777467,-0.00244473,-0.354,4.861,5.866,6.258,7.296,8.71,0.44,0.391,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:55:00,3.2027,55.77,1009.74,0,2.13248,149.293,2.88773,-0.0109668,-0.119,1.994,2.978,4.589,6.342,7.614,0.204,0.298,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:55:00,-3.473,96.3,1007.01,0,0.494247,120.949,0.777467,0.041468,-9.352,,,,,,,,,,,MDMSNT-02
2024-02-17 04:55:00,2.2577,66.83,1010.61,0,1.13843,335.979,1.1662,-0.0118959,-2.381,3.722,4.331,4.867,5.414,6.619,0.332,0.367,0.257,0.361,0.369,MDMSNT-01
2024-02-17 04:54:00,4.4517,47.69,1009.35,0,0.54978,113.47,0.777467,-0.00182943,-0.377,4.861,5.866,6.258,7.296,8.71,0.44,0.391,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:54:00,0.072,94.6,1009.73,0,1.90757,134.293,2.11027,0.0140723,-2.74,3.258,3.893,4.613,5.453,6.758,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:54:00,3.255,52.68,1009.52,0,2.4157,157.048,2.88773,,14.892,2.307,3.27,4.457,5.815,7.087,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:54:00,3.1923,56.36,1009.74,0,1.22729,155.982,1.38833,-0.0109992,-0.187,1.994,2.978,4.589,6.342,7.614,0.204,0.298,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:54:00,-3.47105,96.3,1007.01,0,0.59976,103.377,0.944067,0.0411015,-8.701,,,,,,,,,,,MDMSNT-02
2024-02-17 04:54:00,2.219,66.81,1010.51,0,0.99127,343.03,1.11067,-0.0134924,-0.338,3.722,4.331,4.867,5.414,6.619,0.332,0.367,0.257,0.361,0.369,MDMSNT-01
2024-02-17 04:53:00,4.46565,46.86,1009.35,0,0.4165,176.186,0.721933,-0.00222757,-0.439,4.861,5.866,6.258,7.296,8.71,0.44,0.391,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:53:00,0.0752,94.6,1009.83,0,1.59103,128.671,2.05473,0.0141742,-3.06,3.258,3.893,4.613,5.453,6.758,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:53:00,3.25355,52.66,1009.52,0,1.67155,158.962,2.77667,,14.888,2.307,3.27,4.457,5.815,7.087,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:53:00,3.2027,57.65,1009.84,0,1.32447,158.674,1.55493,-0.0109728,-0.155,1.994,2.978,4.589,6.342,7.614,0.204,0.298,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:53:00,-3.46,96.3,1006.91,0,0.669177,91.9173,1.11067,0.0415486,-7.221,,,,,,,,,,,MDMSNT-02
2024-02-17 04:53:00,2.219,69.39,1010.51,0,0.930183,355.581,1.11067,-0.0116328,-0.32,3.722,4.331,4.867,5.414,6.619,0.332,0.367,0.257,0.361,0.369,MDMSNT-01
2024-02-17 04:52:00,4.478,47.07,1009.35,0,0.727487,184.404,1.05513,-0.00358657,-0.38,4.861,5.866,6.258,7.296,8.71,0.44,0.391,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:52:00,0.088,94.4,1009.93,0,0.74137,127.989,1.1662,0.0107137,-3.665,3.258,3.893,4.613,5.453,6.758,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:52:00,3.22945,53.91,1009.52,0,1.82149,165.317,2.72113,,14.69,2.307,3.27,4.457,5.815,7.087,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:52:00,3.1966,59.44,1009.84,0,1.72153,156.871,1.88813,-0.0111403,-0.144,1.994,2.978,4.589,6.342,7.614,0.204,0.298,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:52:00,-3.46,96.3,1006.91,0,0.630303,117.904,1.11067,0.0411572,-8.801,,,,,,,,,,,MDMSNT-02
2024-02-17 04:52:00,2.2147,69.39,1010.41,0,0.960727,3.64937,1.1662,-0.0125187,-0.345,3.722,4.331,4.867,5.414,6.619,0.332,0.367,0.257,0.361,0.369,MDMSNT-01
2024-02-17 04:51:00,4.47735,47.18,1009.25,0,0.910747,152.44,1.27727,-0.00208483,-0.354,4.861,5.866,6.258,7.296,8.71,0.44,0.391,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:51:00,0.088,94.4,1009.93,0,0.696943,141.703,0.9996,0.010932,-2.928,3.258,3.893,4.613,5.453,6.758,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:51:00,3.247,57.78,1009.84,0,1.50773,147.95,2.05473,-0.0115058,-0.201,1.994,2.978,4.589,6.342,7.614,0.204,0.298,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:51:00,3.293,53.72,1009.52,0,2.24077,165.76,3.05433,,12.717,2.307,3.27,4.457,5.815,7.087,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:51:00,-3.46195,96.3,1006.91,0,0.827447,106.649,1.05513,0.0410945,-7.586,,,,,,,,,,,MDMSNT-02
2024-02-17 04:51:00,2.1747,68.08,1010.41,0,1.24395,357.045,1.61047,-0.0155497,-0.563,3.722,4.331,4.867,5.414,6.619,0.332,0.367,0.257,0.361,0.369,MDMSNT-01
2024-02-17 04:50:00,0.092,94.1,1009.93,0,0.880203,147.047,1.1662,0.0102473,-2.646,3.258,3.893,4.613,5.453,6.758,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:50:00,3.2542,52.62,1009.52,0,1.57992,164.547,1.88813,,14.809,2.307,3.27,4.457,5.815,7.087,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:50:00,3.2457,57.78,1009.84,0,1.5466,168.715,2.11027,-0.0111682,-0.151,1.994,2.978,4.589,6.342,7.614,0.204,0.298,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:50:00,-3.4691,96.3,1006.91,0,1.02459,98.5611,1.3328,0.0426091,-9.702,,,,,,,,,,,MDMSNT-02
2024-02-17 04:50:00,4.4615,46.35,1009.25,0,0.844107,138.53,1.1662,-0.00148625,-0.31,4.861,5.866,6.258,7.296,8.71,0.44,0.391,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:50:00,2.16,68.98,1010.41,0,1.57992,348.216,1.72153,-0.0141481,-2.33,3.722,4.331,4.867,5.414,6.619,0.332,0.367,0.257,0.361,0.369,MDMSNT-01
2024-02-17 04:49:00,4.395,46.62,1009.25,0,1.05791,172.685,1.38833,-0.00105984,-0.314,4.861,5.866,6.258,7.296,8.71,0.44,0.391,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:49:00,3.2366,58.09,1009.84,0,1.76318,163.234,1.9992,-0.0108736,-0.151,1.994,2.978,4.589,6.342,7.614,0.204,0.298,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:49:00,3.2398,52.65,1009.52,0,1.76041,146.568,2.22133,,14.892,2.307,3.27,4.457,5.815,7.087,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:49:00,0.1304,93.9,1009.93,0,0.755253,135.406,1.22173,0.00945122,-2.668,3.258,3.893,4.613,5.453,6.758,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:49:00,-3.4509,96.3,1006.91,0,1.04403,106.755,1.22173,0.0434216,-8.537,,,,,,,,,,,MDMSNT-02
2024-02-17 04:49:00,2.1205,66.84,1010.41,0,1.72153,339.963,1.77707,-0.0143826,-0.251,3.722,4.331,4.867,5.414,6.619,0.332,0.367,0.257,0.361,0.369,MDMSNT-01
2024-02-17 04:48:00,4.3957,46.62,1009.15,0,1.18286,182.718,1.38833,-0.00208751,-0.317,4.861,5.866,6.258,7.296,8.71,0.44,0.391,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:48:00,3.2542,53.55,1009.62,0,1.89646,156.352,2.72113,,14.9,2.307,3.27,4.457,5.815,7.087,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:48:00,0.14595,93.7,1009.83,0,1.40777,139.66,1.72153,0.00473385,-2.751,3.258,3.893,4.613,5.453,6.758,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:48:00,3.263,56.95,1009.74,0,2.10194,150.184,2.72113,-0.0112221,-0.248,1.994,2.978,4.589,6.342,7.614,0.204,0.298,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:48:00,-3.473,96.4,1006.91,0,0.7497,87.9951,1.27727,0.043516,-7.536,,,,,,,,,,,MDMSNT-02
2024-02-17 04:48:00,1.9981,64.53,1010.41,0,1.81039,341.857,1.88813,-0.0142234,-0.251,3.722,4.331,4.867,5.414,6.619,0.332,0.367,0.257,0.361,0.369,MDMSNT-01
2024-02-17 04:47:00,4.40965,47.73,1009.15,0,1.47719,180.597,1.8326,-0.00268049,-0.31,4.861,5.866,6.258,7.296,8.71,0.44,0.391,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:47:00,0.157,93.5,1009.73,0,1.69654,130.915,1.88813,0.00505056,-2.807,3.258,3.893,4.613,5.453,6.758,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:47:00,3.239,53.33,1009.62,0,1.77429,156.293,2.44347,,14.923,2.307,3.27,4.457,5.815,7.087,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:47:00,-3.473,96.4,1007.01,0,0.322093,83.4017,0.555333,0.0445145,-9.716,,,,,,,,,,,MDMSNT-02
2024-02-17 04:47:00,1.9074,68.46,1010.41,0,1.91868,347.945,1.9992,-0.0150556,-0.578,3.722,4.331,4.867,5.414,6.619,0.332,0.367,0.257,0.361,0.369,MDMSNT-01
2024-02-17 04:47:00,3.2886,56.88,1009.74,0,1.94367,139.503,2.3324,-0.0109187,-0.173,1.994,2.978,4.589,6.342,7.614,0.204,0.298,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:46:00,0.16,93.5,1009.73,0,1.83815,126.215,2.22133,0.00402321,-2.631,3.258,3.893,4.613,5.453,6.758,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:46:00,4.42135,48.27,1009.15,0,1.16342,166.512,1.72153,-0.00238808,-0.306,4.861,5.866,6.258,7.296,8.71,0.44,0.391,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:46:00,3.239,54.27,1009.62,0,1.30503,162.258,1.666,,14.848,2.307,3.27,4.457,5.815,7.087,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:46:00,-3.473,96.4,1007.01,0,0.55811,87.1062,0.777467,0.0444662,-8.848,,,,,,,,,,,MDMSNT-02
2024-02-17 04:46:00,3.276,55.86,1009.74,0,2.16302,145.64,2.6656,-0.0112506,-0.183,1.994,2.978,4.589,6.342,7.614,0.204,0.298,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:46:00,1.896,72.71,1010.41,0,1.952,346.178,2.05473,-0.0137362,-2.298,3.722,4.331,4.867,5.414,6.619,0.332,0.367,0.257,0.361,0.369,MDMSNT-01
2024-02-17 04:45:00,4.409,48.55,1009.15,0,1.04125,172.676,1.4994,-0.00292117,-0.417,4.861,5.902,6.243,7.299,8.71,0.44,0.392,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:45:00,0.191,93.1,1009.83,0,1.89091,129.877,2.1658,0.0038576,-2.999,3.283,3.952,4.635,5.362,6.752,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:45:00,3.2398,53.7,1009.62,0,1.63823,162.124,2.38793,,14.721,2.352,3.242,4.448,5.848,7.069,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:45:00,3.276,55.78,1009.74,0,2.11027,141.855,2.6656,-0.0103452,-0.223,1.962,2.96,4.653,6.294,7.637,0.204,0.299,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:45:00,-3.4751,96.4,1006.91,0,0.652516,77.0298,1.05513,0.0448737,-7.414,,,,,,,,,,,MDMSNT-02
2024-02-17 04:45:00,1.9246,73.97,1010.41,0,1.97699,340.419,2.05473,-0.013873,-0.218,3.716,4.368,4.891,5.392,6.654,0.332,0.367,0.258,0.363,0.369,MDMSNT-01
2024-02-17 04:44:00,4.4047,48.55,1009.15,0,0.963503,149.18,1.27727,-0.00213925,-0.343,4.861,5.902,6.243,7.299,8.71,0.44,0.392,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:44:00,3.2542,53.03,1009.62,0,1.34113,153.933,1.88813,,12.792,2.352,3.242,4.448,5.848,7.069,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:44:00,0.2286,92.9,1009.83,0,1.88258,134.826,2.05473,0.0066383,-2.476,3.283,3.952,4.635,5.362,6.752,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:44:00,3.276,55.98,1009.74,0,2.28242,150.176,3.10987,-0.0113037,-0.133,1.962,2.96,4.653,6.294,7.637,0.204,0.299,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:44:00,-3.4849,96.4,1006.91,0,0.885757,66.1816,1.1662,0.0451618,-9.405,,,,,,,,,,,MDMSNT-02
2024-02-17 04:44:00,1.9446,73.35,1010.41,0,1.89924,339.141,2.11027,-0.0139723,-0.324,3.716,4.368,4.891,5.392,6.654,0.332,0.367,0.258,0.363,0.369,MDMSNT-01
2024-02-17 04:43:00,4.366,47.49,1009.15,0,1.08568,141.641,1.77707,-0.00219583,-0.262,4.861,5.902,6.243,7.299,8.71,0.44,0.392,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:43:00,0.243,92.6,1009.93,0,1.68821,140.133,2.11027,0.00738108,-2.299,3.283,3.952,4.635,5.362,6.752,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:43:00,3.24045,53.84,1009.62,0,1.40222,148.95,2.05473,,14.9,2.352,3.242,4.448,5.848,7.069,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:43:00,3.2744,55.98,1009.74,0,1.86037,152.234,2.499,-0.0113322,-0.147,1.962,2.96,4.653,6.294,7.637,0.204,0.299,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:43:00,-3.4751,96.4,1006.91,0,0.619197,49.0947,0.9996,0.0403145,-8.683,,,,,,,,,,,MDMSNT-02
2024-02-17 04:43:00,2.0019,73.03,1010.31,0,1.71598,340.771,1.77707,-0.0160163,-0.516,3.716,4.368,4.891,5.392,6.654,0.332,0.367,0.258,0.363,0.369,MDMSNT-01
2024-02-17 04:42:00,4.36815,47.49,1009.15,0,1.8687,162.617,2.72113,-0.00146939,-0.377,4.861,5.902,6.243,7.299,8.71,0.44,0.392,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:42:00,0.2457,92.6,1009.93,0,1.88258,144.174,2.11027,0.0047637,-2.145,3.283,3.952,4.635,5.362,6.752,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:42:00,3.26935,53.2,1009.62,0,2.05196,146.848,2.55453,,14.892,2.352,3.242,4.448,5.848,7.069,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:42:00,3.26,55.93,1009.74,0,2.56564,147.792,2.94327,-0.0108923,-0.194,1.962,2.96,4.653,6.294,7.637,0.204,0.299,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:42:00,-3.487,96.4,1006.81,0,0.24157,11.3558,0.6664,0.0385593,-7.214,,,,,,,,,,,MDMSNT-02
2024-02-17 04:42:00,2.0752,70.99,1010.21,0,1.69377,340.268,1.8326,-0.0146254,-2.254,3.716,4.368,4.891,5.392,6.654,0.332,0.367,0.258,0.363,0.369,MDMSNT-01
2024-02-17 04:41:00,4.4103,49.2,1009.15,0,1.56049,160.681,2.44347,-0.00186208,-0.447,4.861,5.902,6.243,7.299,8.71,0.44,0.392,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:41:00,3.29645,53.62,1009.72,0,1.84093,140.663,2.27687,,14.971,2.352,3.242,4.448,5.848,7.069,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:41:00,0.2729,92.4,1009.93,0,2.01586,138.279,2.27687,0.00859892,-3.108,3.283,3.952,4.635,5.362,6.752,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:41:00,3.2656,57.32,1009.84,0,2.38793,157.14,2.77667,-0.011588,-0.187,1.962,2.96,4.653,6.294,7.637,0.204,0.299,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:41:00,-3.4849,96.3,1006.81,0,0.352637,53.4427,0.6664,0.0298325,-9.13,,,,,,,,,,,MDMSNT-02
2024-02-17 04:41:00,2.1944,69.75,1010.21,0,1.7132,337.275,1.94367,-0.0161712,-0.313,3.716,4.368,4.891,5.392,6.654,0.332,0.367,0.258,0.363,0.369,MDMSNT-01
2024-02-17 04:40:00,4.433,48.06,1009.15,0,1.17731,175.381,1.9992,-0.002461,-0.306,4.861,5.902,6.243,7.299,8.71,0.44,0.392,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:40:00,3.32255,53.44,1009.82,0,1.67988,151.156,2.38793,,14.868,2.352,3.242,4.448,5.848,7.069,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:40:00,3.316,55.54,1009.84,0,2.1658,152.695,2.38793,-0.0110871,-0.216,1.962,2.96,4.653,6.294,7.637,0.204,0.299,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:40:00,0.3003,92.1,1010.03,0,1.82149,140.933,2.05473,0.00864135,-3.086,3.283,3.952,4.635,5.362,6.752,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:40:00,-3.4775,96.4,1006.81,0,0.7497,74.1976,1.1662,0.0394392,-8.258,,,,,,,,,,,MDMSNT-02
2024-02-17 04:40:00,2.3841,68.73,1010.11,0,1.51051,329.354,1.666,-0.0170022,-0.316,3.716,4.368,4.891,5.392,6.654,0.332,0.367,0.258,0.363,0.369,MDMSNT-01
2024-02-17 04:39:00,4.3957,46.72,1009.15,0,2.6295,150.477,3.332,-0.00140393,-0.443,4.861,5.902,6.243,7.299,8.71,0.44,0.392,0.405,0.427,0.379,MDMSNT-06
2024-02-17 04:39:00,3.2958,52.26,1009.82,0,1.55493,147.276,1.9992,,14.793,2.352,3.242,4.448,5.848,7.069,0.185,0.229,0.243,0.286,0.269,MDMSNT-05
2024-02-17 04:39:00,3.3176,55.54,1009.84,0,2.72946,153.903,3.1654,-0.010654,-0.162,1.962,2.96,4.653,6.294,7.637,0.204,0.299,0.327,0.351,0.275,MDMSNT-04
2024-02-17 04:39:00,0.3252,91.7,1010.03,0,1.95477,140.044,2.1658,0.00610505,-3.417,3.283,3.952,4.635,5.362,6.752,0.31,0.326,0.313,0.364,0.425,MDMSNT-03
2024-02-17 04:39:00,-3.503,96.4,1006.81,0,0.460927,75.9276,0.888533,0.0395634,-7.2,,,,,,,,,,,MDMSNT-02
2024-02-17 04:39:00,2.5967,63.85,1010.01,0,0.980163,326.135,1.44387,-0.0172656,-0.367,3.716,4.368,4.891,5.392,6.654,0.332,0.367,0.258,0.363,0.369,MDMSNT-01
2024-02-17 04:38:00,4.4103,48.21,1009.05,0,1.41055,148.51,2.8322,-0.00243235,-0.325,4.861,5.902,6.243,7.299,8.71,0.44,0.392,0.405,0.427,0.379,MDMSNT-06
