TMSTAMP,Air_Temperature_Avg,Relative_Humidity,SLP,Rain_ICA_Tot,WS_Mean,Wind_Speed_Max,Snow_Depth_Avg,Solar_Radiation_Avg,Soil_Temperature_5cm,Soil_Temperature_10cm,Soil_Temperature_20cm,Soil_Temperature_50cm,Soil_Temperature_100cm,Soil_Moisture_5cm,Soil_Moisture_10cm,Soil_Moisture_20cm,Soil_Moisture_50cm,Soil_Moisture_100cm
2024-02-02 23:11:00,7.4514,63.59,1014.24,0,3.15429,4.3316,0.00643584,-0.226,5.911,6.494,7.054,7.146,8.01,0.325,0.336,0.347,0.36,0.279
2024-02-02 23:10:00,7.4399,63.85,1014.24,0,3.16262,4.05393,0.00643655,-0.255,5.911,6.494,7.054,7.146,8.01,0.325,0.336,0.347,0.36,0.279
2024-02-02 23:09:00,7.466,63.69,1014.24,0,3.52914,4.4982,0.00787217,-0.248,5.911,6.494,7.054,7.146,8.01,0.325,0.336,0.347,0.36,0.279
2024-02-02 23:08:00,7.4687,63.53,1014.24,0,3.32367,4.165,0.00774636,-0.252,5.911,6.494,7.054,7.146,8.01,0.325,0.336,0.347,0.36,0.279
2024-02-02 23:07:00,7.493,63.18,1014.24,0,2.62673,3.72073,0.00841969,-0.302,5.911,6.494,7.054,7.146,8.01,0.325,0.336,0.347,0.36,0.279
2024-02-02 23:06:00,7.4973,63.18,1014.24,0,2.73779,3.6652,0.0065527,-0.262,5.911,6.494,7.054,7.146,8.01,0.325,0.336,0.347,0.36,0.279
2024-02-02 23:05:00,7.5373,62.92,1014.24,0,3.21538,4.55373,0.00623049,-0.241,5.911,6.494,7.054,7.146,8.01,0.325,0.336,0.347,0.36,0.279
2024-02-02 23:04:00,7.545,62.67,1014.24,0,3.50138,5.22013,0.00801705,-0.241,5.911,6.494,7.054,7.146,8.01,0.325,0.336,0.347,0.36,0.279
2024-02-02 23:03:00,7.509,62.73,1014.24,0,3.90399,4.72033,0.00705409,-0.219,5.911,6.494,7.054,7.146,8.01,0.325,0.336,0.347,0.36,0.279
2024-02-02 23:02:00,7.509,62.73,1014.24,0,4.43711,5.6644,0.007103,-0.122,5.911,6.494,7.054,7.146,8.01,0.325,0.336,0.347,0.36,0.279
2024-02-02 23:01:00,7.5103,62.76,1014.14,0,4.93969,6.4974,0.00791206,-0.255,5.911,6.494,7.054,7.146,8.01,0.325,0.336,0.347,0.36,0.279
2024-02-02 23:00:00,7.5247,62.98,1014.14,0,3.62355,5.3312,0.00563498,-0.28,5.965,6.625,7.093,7.137,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:59:00,7.5506,62.72,1014.14,0,3.33478,5.27567,0.00580841,-0.309,5.965,6.625,7.093,7.137,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:58:00,7.5634,62.65,1014.14,0,3.52637,5.38673,0.00619976,-0.291,5.965,6.625,7.093,7.137,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:57:00,7.549,62.63,1014.14,0,4.37603,5.71993,0.00550642,-0.295,5.965,6.625,7.093,7.137,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:56:00,7.5519,62.53,1014.14,0,3.69019,5.1646,0.00521824,-0.327,5.965,6.625,7.093,7.137,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:55:00,7.578,62.48,1014.14,0,3.2015,4.55373,0.0066367,-0.284,5.965,6.625,7.093,7.137,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:54:00,7.5823,62.48,1014.04,0,2.84053,4.05393,0.00626799,-0.27,5.965,6.625,7.093,7.137,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:53:00,7.6237,61.93,1014.04,0,3.21538,5.05353,0.00864133,-0.173,5.965,6.625,7.093,7.137,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:52:00,7.648,61.43,1014.04,0,4.69257,5.60887,0.00749,-0.28,5.965,6.625,7.093,7.137,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:51:00,7.641,61.43,1014.04,0,4.1178,4.77587,0.00762089,0.004,5.965,6.625,7.093,7.137,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:50:00,7.578,62.47,1014.04,0,4.77587,6.44187,0.00845906,-0.27,5.965,6.625,7.093,7.137,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:49:00,7.5767,62.47,1014.04,0,4.5815,7.55253,0.00793836,-0.226,5.965,6.625,7.093,7.137,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:48:00,7.5663,62.53,1014.04,0,3.4625,4.38713,0.00837432,-0.137,5.965,6.625,7.093,7.137,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:47:00,7.5794,62.33,1014.04,0,3.33755,5.05353,0.00809452,-0.119,5.965,6.625,7.093,7.137,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:46:00,7.592,62.19,1014.04,0,2.69892,3.44307,0.00755209,-0.115,5.965,6.625,7.093,7.137,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:45:00,7.5976,62.19,1014.04,0,4.11224,4.998,0.00682522,-0.097,6.159,6.776,7.131,7.113,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:44:00,7.6522,61.82,1014.04,0,3.39586,4.6648,0.00729302,0.18,6.159,6.776,7.131,7.113,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:43:00,7.6802,61.57,1013.94,0,4.07337,4.94247,0.00779046,0.226,6.159,6.776,7.131,7.113,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:42:00,7.592,62.19,1013.94,0,4.95913,6.71953,0.00871617,0.09,6.159,6.776,7.131,7.113,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:41:00,7.5933,62.19,1013.94,0,3.62633,4.998,0.00797715,0.129,6.159,6.776,7.131,7.113,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:40:00,7.6093,62.19,1013.94,0,4.14279,5.88653,0.00744869,0.244,6.159,6.776,7.131,7.113,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:39:00,7.6453,61.92,1013.94,0,4.23164,5.1646,0.00863712,0.284,6.159,6.776,7.131,7.113,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:38:00,7.6223,62.25,1013.94,0,4.6176,6.27527,0.00791466,0.5,6.159,6.776,7.131,7.113,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:37:00,7.6298,62.08,1013.84,0,4.35659,5.05353,0.0076656,0.528,6.159,6.776,7.131,7.113,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:36:00,7.5906,62.46,1013.84,0,4.37047,5.10907,0.00816221,0.748,6.159,6.776,7.131,7.113,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:35:00,7.5751,62.64,1013.84,0,4.62037,6.27527,0.00775588,0.762,6.159,6.776,7.131,7.113,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:34:00,7.549,62.95,1013.84,0,3.33478,4.38713,0.00777285,0.96,6.159,6.776,7.131,7.113,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:33:00,7.5477,62.95,1013.84,0,3.48749,4.44267,0.00804569,1.021,6.159,6.776,7.131,7.113,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:32:00,7.5389,63.09,1013.84,0,2.71003,3.8318,0.0071356,1.215,6.159,6.776,7.131,7.113,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:31:00,7.5677,63.15,1013.84,0,2.74335,3.88733,0.00776842,1.398,6.159,6.776,7.131,7.113,8.04,0.323,0.336,0.347,0.36,0.279
2024-02-02 22:30:00,7.5933,62.81,1013.74,0,3.10154,4.4982,0.00811985,1.506,6.401,6.844,7.155,7.161,8.04,0.324,0.336,0.347,0.36,0.279
2024-02-02 22:29:00,7.605,62.77,1013.74,0,3.24315,4.3316,0.00646578,1.715,6.401,6.844,7.155,7.161,8.04,0.324,0.336,0.347,0.36,0.279
2024-02-02 22:28:00,7.6093,62.77,1013.74,0,3.65965,5.77547,0.00713567,2.081,6.401,6.844,7.155,7.161,8.04,0.324,0.336,0.347,0.36,0.279
2024-02-02 22:27:00,7.648,62.74,1013.74,0,2.90995,4.05393,0.00632633,2.088,6.401,6.844,7.155,7.161,8.04,0.324,0.336,0.347,0.36,0.279
2024-02-02 22:26:00,7.6579,62.74,1013.74,0,2.50455,3.332,0.00742335,2.311,6.401,6.844,7.155,7.161,8.04,0.324,0.336,0.347,0.36,0.279
2024-02-02 22:25:00,7.747,61.75,1013.74,0,3.47916,5.3312,0.00760255,2.455,6.401,6.844,7.155,7.161,8.04,0.324,0.336,0.347,0.36,0.279
2024-02-02 22:24:00,7.7315,61.75,1013.64,0,4.12057,5.55333,0.00834733,2.991,6.401,6.844,7.155,7.161,8.04,0.324,0.336,0.347,0.36,0.279
2024-02-02 22:23:00,7.5962,62.81,1013.64,0,5.28122,7.27487,0.00827911,3.497,6.401,6.844,7.155,7.161,8.04,0.324,0.336,0.347,0.36,0.279
2024-02-02 22:22:00,7.634,63.13,1013.64,0,4.60649,6.3308,0.00723872,3.918,6.401,6.844,7.155,7.161,8.04,0.324,0.336,0.347,0.36,0.279
2024-02-02 22:21:00,7.6311,63.13,1013.64,0,4.4982,6.77507,0.00760281,4.454,6.401,6.844,7.155,7.161,8.04,0.324,0.336,0.347,0.36,0.279
2024-02-02 22:20:00,7.605,63.75,1013.64,0,3.59856,4.998,0.0075999,4.716,6.401,6.844,7.155,7.161,8.04,0.324,0.336,0.347,0.36,0.279
2024-02-02 22:19:00,7.6135,63.75,1013.64,0,3.17651,4.60927,0.00756358,4.64,6.401,6.844,7.155,7.161,8.04,0.324,0.336,0.347,0.36,0.279
2024-02-02 22:18:00,7.69,63.17,1013.64,0,3.04045,4.27607,0.00746417,4.522,6.401,6.844,7.155,7.161,8.04,0.324,0.336,0.347,0.36,0.279
2024-02-02 22:17:00,7.693,63.17,1013.54,0,2.70725,3.94287,0.00831838,4.712,6.401,6.844,7.155,7.161,8.04,0.324,0.336,0.347,0.36,0.279
2024-02-02 22:16:00,7.72,62.57,1013.54,0,3.25425,5.10907,0.00857776,4.827,6.401,6.844,7.155,7.161,8.04,0.324,0.336,0.347,0.36,0.279
2024-02-02 22:15:00,7.7157,62.57,1013.54,0,4.23997,5.44227,0.00808932,5.183,6.619,7.069,7.17,7.128,8.04,0.321,0.336,0.347,0.36,0.279
2024-02-02 22:14:00,7.6757,63.16,1013.54,0,4.32049,6.71953,0.00865504,5.248,6.619,7.069,7.17,7.128,8.04,0.321,0.336,0.347,0.36,0.279
2024-02-02 22:13:00,7.6666,62.88,1013.54,0,3.82347,5.71993,0.00674039,5.503,6.619,7.069,7.17,7.128,8.04,0.321,0.336,0.347,0.36,0.279
2024-02-02 22:12:00,7.6914,62.99,1013.44,0,4.61482,5.9976,0.00817437,5.618,6.619,7.069,7.17,7.128,8.04,0.321,0.336,0.347,0.36,0.279
2024-02-02 22:11:00,7.704,62.36,1013.44,0,2.8683,4.88693,0.00762183,5.859,6.619,7.069,7.17,7.128,8.04,0.321,0.336,0.347,0.36,0.279
2024-02-02 22:10:00,7.6984,62.36,1013.44,0,4.14279,6.05313,0.00838279,6.1,6.619,7.069,7.17,7.128,8.04,0.321,0.336,0.347,0.36,0.279
2024-02-02 22:09:00,7.6536,63.21,1013.44,0,4.42045,5.4978,0.0082273,6.596,6.619,7.069,7.17,7.128,8.04,0.321,0.336,0.347,0.36,0.279
2024-02-02 22:08:00,7.7069,63.41,1013.44,0,3.13208,4.8314,0.00789747,6.869,6.619,7.069,7.17,7.128,8.04,0.321,0.336,0.347,0.36,0.279
2024-02-02 22:07:00,7.7386,63.11,1013.44,0,2.785,3.60967,0.00649881,7.372,6.619,7.069,7.17,7.128,8.04,0.321,0.336,0.347,0.36,0.279
2024-02-02 22:06:00,7.7917,62.67,1013.44,0,2.68226,3.9984,0.0085257,8.318,6.619,7.069,7.17,7.128,8.04,0.321,0.336,0.347,0.36,0.279
2024-02-02 22:05:00,7.8104,61.99,1013.44,0,3.47916,4.10947,0.00813899,9.443,6.619,7.069,7.17,7.128,8.04,0.321,0.336,0.347,0.36,0.279
2024-02-02 22:04:00,7.7616,62.33,1013.34,0,4.2011,5.71993,0.00852569,10.88,6.619,7.069,7.17,7.128,8.04,0.321,0.336,0.347,0.36,0.279
2024-02-02 22:03:00,7.776,62.34,1013.34,0,6.04203,7.05273,0.00819094,12.153,6.619,7.069,7.17,7.128,8.04,0.321,0.336,0.347,0.36,0.279
2024-02-02 22:02:00,7.776,62.34,1013.34,0,4.42878,6.21973,0.00767378,12.954,6.619,7.069,7.17,7.128,8.04,0.321,0.336,0.347,0.36,0.279
2024-02-02 22:01:00,7.776,61.69,1013.34,0,3.18761,4.6648,0.00805187,13.767,6.619,7.069,7.17,7.128,8.04,0.321,0.336,0.347,0.36,0.279
2024-02-02 22:00:00,7.7787,62.78,1013.24,0,4.56484,6.9972,0.00889553,14.381,6.823,7.208,7.175,7.102,8.1,0.321,0.337,0.347,0.36,0.279
2024-02-02 21:59:00,7.8003,62.62,1013.34,0,4.95635,8.33,0.00802707,14.852,6.823,7.208,7.175,7.102,8.1,0.321,0.337,0.347,0.36,0.279
2024-02-02 21:58:00,7.7773,62.98,1013.24,0,3.61244,4.44267,0.00764693,15.043,6.823,7.208,7.175,7.102,8.1,0.321,0.337,0.347,0.36,0.279
2024-02-02 21:57:00,7.7933,62.47,1013.24,0,3.95675,6.38633,0.00798228,15.284,6.823,7.208,7.175,7.102,8.1,0.321,0.337,0.347,0.36,0.279
2024-02-02 21:56:00,7.836,62.63,1013.24,0,3.35977,5.94207,0.00772328,16.207,6.823,7.208,7.175,7.102,8.1,0.321,0.337,0.347,0.36,0.279
2024-02-02 21:55:00,7.8707,62.08,1013.24,0,3.28757,4.8314,0.0084161,17.994,6.823,7.208,7.175,7.102,8.1,0.321,0.337,0.347,0.36,0.279
2024-02-02 21:54:00,7.859,61.31,1013.24,0,2.80721,3.9984,0.00814666,20.449,6.823,7.208,7.175,7.102,8.1,0.321,0.337,0.347,0.36,0.279
2024-02-02 21:53:00,7.852,61.31,1013.14,0,4.05949,6.27527,0.00851412,21.869,6.823,7.208,7.175,7.102,8.1,0.321,0.337,0.347,0.36,0.279
2024-02-02 21:52:00,7.7877,62.58,1013.14,0,5.43394,7.27487,0.00842704,22.131,6.823,7.208,7.175,7.102,8.1,0.321,0.337,0.347,0.36,0.279
2024-02-02 21:51:00,7.7787,62.97,1013.14,0,5.02021,6.55293,0.00819345,22.656,6.823,7.208,7.175,7.102,8.1,0.321,0.337,0.347,0.36,0.279
2024-02-02 21:50:00,7.803,62.97,1013.14,0,4.17888,5.831,0.00846915,23.209,6.823,7.208,7.175,7.102,8.1,0.321,0.337,0.347,0.36,0.279
2024-02-02 21:49:00,7.8016,63.07,1013.14,0,3.2015,4.72033,0.0082316,23.281,6.823,7.208,7.175,7.102,8.1,0.321,0.337,0.347,0.36,0.279
2024-02-02 21:48:00,7.789,62.68,1013.14,0,3.01546,4.77587,0.00844591,23.709,6.823,7.208,7.175,7.102,8.1,0.321,0.337,0.347,0.36,0.279
2024-02-02 21:47:00,7.7904,62.68,1013.04,0,3.67908,5.27567,0.00778712,24.87,6.823,7.208,7.175,7.102,8.1,0.321,0.337,0.347,0.36,0.279
2024-02-02 21:46:00,7.8072,63.66,1013.04,0,4.23442,6.1642,0.00801296,25.373,6.823,7.208,7.175,7.102,8.1,0.321,0.337,0.347,0.36,0.279
2024-02-02 21:45:00,7.845,62.72,1013.04,0,3.9623,6.38633,0.00760571,25.366,7.037,7.314,7.193,7.078,8.04,0.323,0.337,0.347,0.36,0.279
2024-02-02 21:44:00,7.8493,62.72,1013.04,0,2.85441,4.165,0.00803792,25.168,7.037,7.314,7.193,7.078,8.04,0.323,0.337,0.347,0.36,0.279
2024-02-02 21:43:00,7.888,62.45,1013.04,0,2.69892,3.44307,0.00789756,25.797,7.037,7.314,7.193,7.078,8.04,0.323,0.337,0.347,0.36,0.279
2024-02-02 21:42:00,7.8837,62.45,1013.04,0,4.44544,5.44227,0.00835089,27.774,7.037,7.314,7.193,7.078,8.04,0.323,0.337,0.347,0.36,0.279
2024-02-02 21:41:00,7.8464,63,1013.04,0,4.76198,5.831,0.00801763,29.475,7.037,7.314,7.193,7.078,8.04,0.323,0.337,0.347,0.36,0.279
2024-02-02 21:40:00,7.8619,63.01,1012.94,0,3.75961,5.1646,0.00793647,30.668,7.037,7.314,7.193,7.078,8.04,0.323,0.337,0.347,0.36,0.279
2024-02-02 21:39:00,7.888,62.3,1012.94,0,2.92938,4.6648,0.00775536,33.051,7.037,7.314,7.193,7.078,8.04,0.323,0.337,0.347,0.36,0.279
2024-02-02 21:38:00,7.8907,62.3,1012.94,0,2.69059,3.332,0.00796293,35.488,7.037,7.314,7.193,7.078,8.04,0.323,0.337,0.347,0.36,0.279
2024-02-02 21:37:00,7.908,61.9,1012.94,0,3.91232,5.60887,0.00788118,37.113,7.037,7.314,7.193,7.078,8.04,0.323,0.337,0.347,0.36,0.279
2024-02-02 21:36:00,7.845,62.82,1012.74,0,6.28915,8.94087,0.00828966,38.45,7.037,7.314,7.193,7.078,8.04,0.323,0.337,0.347,0.36,0.279
2024-02-02 21:35:00,7.8477,62.81,1012.84,0,5.60331,9.44067,0.00848008,38.515,7.037,7.314,7.193,7.078,8.04,0.323,0.337,0.347,0.36,0.279
2024-02-02 21:34:00,7.8736,63.19,1012.84,0,4.01228,5.4978,0.00811539,38.835,7.037,7.314,7.193,7.078,8.04,0.323,0.337,0.347,0.36,0.279
2024-02-02 21:33:00,7.8907,63.1,1012.84,0,4.15112,6.77507,0.0075151,40.919,7.037,7.314,7.193,7.078,8.04,0.323,0.337,0.347,0.36,0.279
2024-02-02 21:32:00,7.9123,62.78,1012.84,0,3.01268,4.4982,0.00795676,43.949,7.037,7.314,7.193,7.078,8.04,0.323,0.337,0.347,0.36,0.279
2024-02-02 21:31:00,7.888,62.33,1012.84,0,5.15627,6.9972,0.00806097,45.107,7.037,7.314,7.193,7.078,8.04,0.323,0.337,0.347,0.36,0.279
2024-02-02 21:30:00,7.8907,62.33,1012.84,0,5.20347,5.6644,0.0081889,45.276,7.229,7.443,7.131,7.108,8.06,0.324,0.337,0.347,0.36,0.279
2024-02-02 21:29:00,7.9107,62.3,1012.84,0,5.02854,7.10827,0.00822358,44.514,7.229,7.443,7.131,7.108,8.06,0.324,0.337,0.347,0.36,0.279
