TMSTAMP,Air_Temperature_Avg,Relative_Humidity,SLP,Rain_ICA_Tot,WS_Mean,Wind_Speed_Max,Snow_Depth_Avg,Solar_Radiation_Avg,Soil_Temperature_5cm,Soil_Temperature_10cm,Soil_Temperature_20cm,Soil_Temperature_50cm,Soil_Temperature_100cm,Soil_Moisture_5cm,Soil_Moisture_10cm,Soil_Moisture_20cm,Soil_Moisture_50cm,Soil_Moisture_100cm,station_id
2024-02-07 23:58:00,0.1053,66.46,1024.73,0,0.746923,0.833,-0.0125791,-1.709,3.32,3.623,3.473,4.94,6.595,0.28,0.31,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:58:00,0.467,69.99,1025.61,0,0,0,-0.00301493,-3.414,3.551,4.183,3.933,4.748,6.416,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:58:00,2.605,49.45,1022.81,0,0.627527,0.9996,-0.00377047,-7.389,,,,,,,,,,,MDMSNT-02
2024-02-07 23:58:00,3.8917,58.29,1025.74,0,0.86632,0.9996,0.00371149,-1.52,2.145,3.781,5.38,5.631,7.329,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:57:00,3.8517,58.41,1025.74,0,0.744147,0.888533,0.00577556,-3.124,2.145,3.781,5.38,5.631,7.329,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:57:00,0.144,67.1,1024.73,0,0.738593,0.888533,-0.0113427,-3.394,3.32,3.623,3.473,4.94,6.595,0.28,0.31,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:57:00,2.5476,49.2,1022.81,0,0.67473,0.944067,0.00141481,-7.722,,,,,,,,,,,MDMSNT-02
2024-02-07 23:57:00,2.4897,67.65,1025.32,0,0,0,,0.487,2.352,3.433,4.069,5.044,6.74,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:57:00,2.3623,54.81,1025.15,0,0,0,-0.0370695,-1.148,8.7,8.15,7.965,7.889,8.04,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:57:00,0.4726,69.99,1025.61,0,0,0,-0.00174877,-1.6,3.551,4.183,3.933,4.748,6.416,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:56:00,2.355,50.16,1022.81,0,0.102737,0.555333,0.0000601172,-9.305,,,,,,,,,,,MDMSNT-02
2024-02-07 23:56:00,3.8373,58.95,1025.74,0,0.59976,0.777467,0.00518832,-0.96,2.145,3.781,5.38,5.631,7.329,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:56:00,0.1595,67.1,1024.73,0,0.68306,0.721933,-0.0106121,-1.599,3.32,3.623,3.473,4.94,6.595,0.28,0.31,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:56:00,2.40445,53.74,1025.15,0,0.180483,0.444267,-0.0379154,-1.565,8.7,8.15,7.965,7.889,8.04,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:56:00,2.46565,67.82,1025.32,0,0,0,,-1.731,2.352,3.433,4.069,5.044,6.74,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:56:00,0.5342,68.47,1025.61,0,0,0,-0.00173809,-3.439,3.551,4.183,3.933,4.748,6.416,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:55:00,2.3579,51.19,1022.71,0,0.27489,0.4998,-0.00331454,-7.343,,,,,,,,,,,MDMSNT-02
2024-02-07 23:55:00,0.3075,66.71,1024.73,0,0.677507,0.777467,-0.009448,-3.41,3.32,3.623,3.473,4.94,6.595,0.28,0.31,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:55:00,2.4799,54.03,1025.25,0,0.38318,0.4998,-0.0394696,-3.47,8.7,8.15,7.965,7.889,8.04,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:55:00,2.4808,67.69,1025.32,0,0,0,,0.757,2.352,3.433,4.069,5.044,6.74,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:55:00,3.813,59.11,1025.74,0,0.75803,0.833,0.00418867,-0.913,2.145,3.781,5.38,5.631,7.329,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:55:00,0.6393,67.43,1025.61,0,0,0,-0.00114033,-1.716,3.551,4.183,3.933,4.748,6.416,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:54:00,0.384,67.03,1024.73,0,0.694167,0.721933,-0.010165,-1.731,3.32,3.623,3.473,4.94,6.595,0.28,0.31,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:54:00,2.5775,54.58,1025.25,0,0.455373,0.555333,-0.0384612,-1.336,8.7,8.15,7.965,7.889,8.04,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:54:00,2.53335,67.68,1025.32,0,0.19992,0.388733,,0.44,2.352,3.433,4.069,5.044,6.74,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:54:00,3.8186,59.11,1025.64,0,0.638633,0.833,0.00414326,-1.039,2.145,3.781,5.38,5.631,7.329,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:54:00,0.6823,67.61,1025.61,0,0,0,-0.00203458,-3.57,3.551,4.183,3.933,4.748,6.416,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:54:00,2.384,50.26,1022.61,0,0.63308,0.833,-0.00436138,-7.897,,,,,,,,,,,MDMSNT-02
2024-02-07 23:53:00,0.3969,67.03,1024.73,0,0.702497,0.721933,-0.0118252,-3.485,3.32,3.623,3.473,4.94,6.595,0.28,0.31,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:53:00,2.52165,67.9,1025.32,0,0.29988,0.388733,,-1.711,2.352,3.433,4.069,5.044,6.74,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:53:00,2.654,53.54,1025.25,0,0.50813,0.555333,-0.038472,-1.683,8.7,8.15,7.965,7.889,8.04,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:53:00,2.3854,50.26,1022.61,0,0.530343,0.721933,-0.00205558,-9.595,,,,,,,,,,,MDMSNT-02
2024-02-07 23:53:00,3.8717,57.89,1025.64,0,0.669177,0.888533,0.00424853,-1.107,2.145,3.781,5.38,5.631,7.329,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:53:00,0.7194,68.22,1025.61,0,0,0,-0.00334847,-1.603,3.551,4.183,3.933,4.748,6.416,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:52:00,2.658,53.54,1025.25,0,0.510907,0.610867,-0.0387388,-3.536,8.7,8.15,7.965,7.889,8.04,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:52:00,0.5271,66.53,1024.73,0,0.721933,0.777467,-0.0125856,-1.81,3.32,3.623,3.473,4.94,6.595,0.28,0.31,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:52:00,2.53825,67.74,1025.32,0,0.230463,0.444267,,0.753,2.352,3.433,4.069,5.044,6.74,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:52:00,2.4023,50.45,1022.51,0,0.26656,0.555333,-0.00337657,-7.743,,,,,,,,,,,MDMSNT-02
2024-02-07 23:52:00,3.896,58.29,1025.64,0,0.469257,0.555333,0.00398621,-1.103,2.145,3.781,5.38,5.631,7.329,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:52:00,0.705,68.75,1025.61,0,0,0,-0.0037143,-3.334,3.551,4.183,3.933,4.748,6.416,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:51:00,0.6682,65.36,1024.73,0,0.721933,0.777467,-0.0139034,-3.534,3.32,3.623,3.473,4.94,6.595,0.28,0.31,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:51:00,2.4495,50.56,1022.51,0,0.563663,0.833,-0.0042509,-9.63,,,,,,,,,,,MDMSNT-02
2024-02-07 23:51:00,2.6233,67.22,1025.32,0,0.247123,0.388733,,0.44,2.352,3.433,4.069,5.044,6.74,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:51:00,3.9072,58.29,1025.64,0,0.680283,0.833,0.00453734,-1.488,2.145,3.781,5.38,5.631,7.329,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:51:00,0.7066,68.64,1025.51,0,0,0,0.00087924,-1.261,3.551,4.183,3.933,4.748,6.416,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:51:00,2.6986,53.56,1025.25,0,0.49147,0.555333,-0.0398691,-1.643,8.7,8.15,7.965,7.889,8.04,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:50:00,0.8328,63.04,1024.73,0,0.69972,0.777467,-0.015694,-1.825,3.32,3.623,3.473,4.94,6.595,0.28,0.31,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:50:00,2.764,54.27,1025.25,0,0.447043,0.4998,-0.0391004,-3.5,8.7,8.15,7.965,7.889,8.04,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:50:00,4.008,57.45,1025.54,0,0.635857,0.833,0.00532305,-2.976,2.145,3.781,5.38,5.631,7.329,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:50:00,2.70715,66.74,1025.32,0,0.261007,0.3332,,-1.771,2.352,3.433,4.069,5.044,6.74,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:50:00,2.5244,49.97,1022.51,0,0.713603,0.833,-0.0023007,-7.11,,,,,,,,,,,MDMSNT-02
2024-02-07 23:50:00,0.7194,68.39,1025.51,0,0,0,-0.00110118,-1.498,3.551,4.183,3.933,4.748,6.416,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:49:00,2.5044,50.06,1022.41,0,0.31654,0.888533,0.00042479,-7.75,,,,,,,,,,,MDMSNT-02
2024-02-07 23:49:00,2.75145,66.52,1025.32,0,0.377627,0.555333,,0.646,2.352,3.433,4.069,5.044,6.74,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:49:00,4.008,57.45,1025.54,0,0.552557,0.888533,0.005867,-1.003,2.145,3.781,5.38,5.631,7.329,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:49:00,1.1851,60.99,1024.73,0,0.630303,0.721933,-0.0198915,-3.361,3.32,3.623,3.473,4.94,6.595,0.28,0.31,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:49:00,2.9885,55.12,1025.25,0,0.319317,0.444267,-0.0410824,-1.377,8.7,8.15,7.965,7.889,8.04,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:49:00,0.7023,68.33,1025.51,0,0,0,-0.000326359,-3.443,3.551,4.183,3.933,4.748,6.416,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:48:00,2.8213,66.42,1025.32,0,0.56644,0.610867,,0.273,2.352,3.433,4.069,5.044,6.74,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:48:00,3.0685,53.15,1025.25,0,0,0,-0.0416561,-1.713,8.7,8.15,7.965,7.889,8.04,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:48:00,2.4513,50.58,1022.41,0,0.0860767,0.3332,-0.004587,-9.323,,,,,,,,,,,MDMSNT-02
2024-02-07 23:48:00,4.008,57.48,1025.54,0,0.580323,0.833,0.0057439,-1.139,2.145,3.781,5.38,5.631,7.329,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:48:00,1.375,60.1,1024.73,0,0.569217,0.6664,-0.0179469,-1.724,3.32,3.623,3.473,4.94,6.595,0.28,0.31,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:48:00,0.6724,68.87,1025.51,0,0,0,0.000381768,-1.621,3.551,4.183,3.933,4.748,6.416,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:47:00,2.9051,66.34,1025.32,0,0.527567,0.610867,,-1.878,2.352,3.433,4.069,5.044,6.74,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:47:00,1.3822,60.1,1024.63,0,0.56644,0.721933,-0.0183214,-3.568,3.32,3.623,3.473,4.94,6.595,0.28,0.31,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:47:00,3.135,53,1025.25,0,0.13328,0.277667,-0.0414893,-3.518,8.7,8.15,7.965,7.889,8.04,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:47:00,2.4284,50.34,1022.41,0,0.444267,0.721933,-0.00152221,-7.15,,,,,,,,,,,MDMSNT-02
2024-02-07 23:47:00,4.0096,57.35,1025.54,0,0.580323,0.777467,0.00343843,-1.003,2.145,3.781,5.38,5.631,7.329,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:47:00,0.622,69.82,1025.51,0,0,0,0.0111136,-3.403,3.551,4.183,3.933,4.748,6.416,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:46:00,1.447,59.92,1024.63,0,0.580323,0.721933,-0.0179859,-1.614,3.32,3.623,3.473,4.94,6.595,0.28,0.31,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:46:00,2.441,50.31,1022.41,0,0.219357,0.555333,-0.00145079,-7.818,,,,,,,,,,,MDMSNT-02
2024-02-07 23:46:00,2.945,66.18,1025.32,0,0.54145,0.555333,,0.559,2.352,3.433,4.069,5.044,6.74,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:46:00,4.0253,57.43,1025.44,0,0.519237,0.721933,0.00408558,-1.093,2.145,3.781,5.38,5.631,7.329,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:46:00,0.6191,69.82,1025.51,0,0,0,-0.001484,-1.487,3.551,4.183,3.933,4.748,6.416,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:46:00,3.1449,53,1025.15,0,0,0,-0.0383488,-1.303,8.7,8.15,7.965,7.889,8.04,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:45:00,1.4454,60.3,1024.63,0,0.560887,0.6664,-0.0144061,-3.21,3.589,3.716,3.426,4.949,6.607,0.279,0.309,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:45:00,2.945,66.07,1025.32,0,0.54145,0.610867,,0.182,2.625,3.725,4.122,5.013,6.729,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:45:00,2.4439,50.31,1022.41,0,0.13328,0.721933,-0.00324132,-9.77,,,,,,,,,,,MDMSNT-02
2024-02-07 23:45:00,4.0469,57.65,1025.44,0,0.6664,0.777467,0.00427384,-1.05,2.444,3.995,5.465,5.631,7.346,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:45:00,0.593,71.6,1025.51,0,0,0,0.000602901,-3.356,3.697,4.165,3.871,4.766,6.425,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:45:00,3.2353,54.87,1025.15,0,0,0,-0.0388825,-1.661,8.74,8.14,7.974,7.875,8.03,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:44:00,4.143,57.67,1025.44,0,0.796903,0.9996,0.0036504,-1.06,2.444,3.995,5.465,5.631,7.346,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:44:00,1.4382,61.12,1024.53,0,0.60809,0.721933,-0.0166572,-1.238,3.589,3.716,3.426,4.949,6.607,0.279,0.309,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:44:00,3.26,53.88,1025.15,0,0,0,-0.0385959,-3.418,8.74,8.14,7.974,7.875,8.03,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:44:00,2.474,50.02,1022.41,0,0.802457,1.1662,-0.00334859,-7.847,,,,,,,,,,,MDMSNT-02
2024-02-07 23:44:00,2.9457,66.18,1025.32,0,0.563663,0.6664,,-1.906,2.625,3.725,4.122,5.013,6.729,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:44:00,0.5916,71.6,1025.51,0,0,0,-0.00414014,-1.556,3.697,4.165,3.871,4.766,6.425,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:43:00,4.203,57.08,1025.44,0,0.81634,0.944067,0.00261111,-1.125,2.444,3.995,5.465,5.631,7.346,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:43:00,1.5073,60.56,1024.53,0,0.4165,0.4998,-0.0165761,-1.581,3.589,3.716,3.426,4.949,6.607,0.279,0.309,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:43:00,2.5087,49.85,1022.31,0,0.69139,0.888533,-0.00458207,-9.402,,,,,,,,,,,MDMSNT-02
2024-02-07 23:43:00,2.95965,66.2,1025.32,0,0.56644,0.721933,,0.63,2.625,3.725,4.122,5.013,6.729,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:43:00,0.579,71.5,1025.51,0,0,0,-0.00420023,-3.432,3.697,4.165,3.871,4.766,6.425,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:43:00,3.26,53.88,1025.15,0,0,0,-0.0386497,-1.226,8.74,8.14,7.974,7.875,8.03,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:42:00,1.5529,60.29,1024.53,0,0.202697,0.3332,-0.0163227,-3.346,3.589,3.716,3.426,4.949,6.607,0.279,0.309,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:42:00,3.26295,54.44,1025.05,0,0,0,-0.0396364,-1.698,8.74,8.14,7.974,7.875,8.03,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:42:00,2.4983,49.92,1022.31,0,0.236017,0.721933,-0.00181893,-7.289,,,,,,,,,,,MDMSNT-02
2024-02-07 23:42:00,2.97345,66.05,1025.32,0,0.419277,0.4998,,0.238,2.625,3.725,4.122,5.013,6.729,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:42:00,4.176,57.02,1025.44,0,0.755253,0.9996,0.00328383,-1.441,2.444,3.995,5.465,5.631,7.346,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:42:00,0.579,71.54,1025.51,0,0,0,-0.00392723,-1.443,3.697,4.165,3.871,4.766,6.425,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:41:00,3.323,53.74,1025.05,0,0,0,-0.038967,-3.47,8.74,8.14,7.974,7.875,8.03,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:41:00,2.5143,49.73,1022.31,0,0.422053,0.777467,-0.00586242,-7.664,,,,,,,,,,,MDMSNT-02
2024-02-07 23:41:00,3.00035,65.98,1025.32,0,0.39151,0.444267,,-1.767,2.625,3.725,4.122,5.013,6.729,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:41:00,4.1704,57.02,1025.44,0,0.952397,1.11067,0.00506989,-3.088,2.444,3.995,5.465,5.631,7.346,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:41:00,1.6193,60.23,1024.53,0,0.0111067,0.111067,-0.0159809,-1.637,3.589,3.716,3.426,4.949,6.607,0.279,0.309,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:41:00,0.5902,71.54,1025.51,0,0,0,-0.00383142,-3.337,3.697,4.165,3.871,4.766,6.425,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:40:00,3.3563,51.55,1025.05,0,0,0,-0.0387151,-1.351,8.74,8.14,7.974,7.875,8.03,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:40:00,2.9872,65.99,1025.32,0,0.413723,0.4998,,0.582,2.625,3.725,4.122,5.013,6.729,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:40:00,4.1104,57.15,1025.44,0,1.01904,1.1662,0.00437193,-1.035,2.444,3.995,5.465,5.631,7.346,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:40:00,2.5602,49.92,1022.31,0,0.527567,0.6664,-0.00460814,-9.48,,,,,,,,,,,MDMSNT-02
2024-02-07 23:40:00,1.658,60.21,1024.43,0,0.0944067,0.3332,-0.0175076,-3.293,3.589,3.716,3.426,4.949,6.607,0.279,0.309,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:40:00,0.6967,74.01,1025.51,0,0,0,-0.00329533,-1.614,3.697,4.165,3.871,4.766,6.425,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:39:00,3.32775,50.83,1025.05,0,0,0,-0.0389127,-1.654,8.74,8.14,7.974,7.875,8.03,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:39:00,2.972,65.91,1025.32,0,0.472033,0.555333,,0.151,2.625,3.725,4.122,5.013,6.729,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:39:00,4.0168,57.85,1025.44,0,1.02459,1.11067,0.00470078,-1.078,2.444,3.995,5.465,5.631,7.346,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:39:00,2.6335,49.78,1022.31,0,0.46648,0.721933,-0.00305399,-7.268,,,,,,,,,,,MDMSNT-02
2024-02-07 23:39:00,1.6623,60.21,1024.43,0,0.39151,0.4998,-0.0164737,-1.212,3.589,3.716,3.426,4.949,6.607,0.279,0.309,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:39:00,0.7522,74.11,1025.41,0,0,0,-0.00437237,-3.548,3.697,4.165,3.871,4.766,6.425,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:38:00,1.701,61.51,1024.43,0,0.469257,0.4998,-0.0150972,-1.441,3.589,3.716,3.426,4.949,6.607,0.279,0.309,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:38:00,3.2344,50.98,1025.05,0,0,0,-0.0379017,-3.3,8.74,8.14,7.974,7.875,8.03,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:38:00,2.972,66,1025.32,0,0.563663,0.610867,,-1.886,2.625,3.725,4.122,5.013,6.729,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:38:00,2.7159,49.26,1022.31,0,0.352637,0.4998,-0.00716834,-7.943,,,,,,,,,,,MDMSNT-02
2024-02-07 23:38:00,3.9563,59.04,1025.44,0,0.946843,1.11067,0.00280471,-1.125,2.444,3.995,5.465,5.631,7.346,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:38:00,0.79,73.74,1025.41,0,0,0,-0.00559897,-1.665,3.697,4.165,3.871,4.766,6.425,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:37:00,1.6994,61.51,1024.43,0,0.527567,0.610867,-0.0146777,-3.169,3.589,3.716,3.426,4.949,6.607,0.279,0.309,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:37:00,3.1154,51.9,1025.05,0,0,0,-0.0361096,-1.082,8.74,8.14,7.974,7.875,8.03,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:37:00,2.7759,49.28,1022.31,0,0.405393,0.610867,-0.00484569,-9.641,,,,,,,,,,,MDMSNT-02
2024-02-07 23:37:00,2.9728,65.77,1025.32,0,0.57477,0.6664,,0.622,2.625,3.725,4.122,5.013,6.729,0.176,0.213,0.228,0.281,0.267,MDMSNT-05
2024-02-07 23:37:00,3.9992,59.55,1025.44,0,1.13566,1.27727,0.00316291,-1.06,2.444,3.995,5.465,5.631,7.346,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:37:00,0.8125,73.74,1025.41,0,0,0,-0.00553178,-3.432,3.697,4.165,3.871,4.766,6.425,0.321,0.361,0.253,0.33,0.368,MDMSNT-01
2024-02-07 23:36:00,4.0258,58.72,1025.44,0,1.29393,1.38833,0.00126128,-1.071,2.444,3.995,5.465,5.631,7.346,0.198,0.293,0.325,0.351,0.277,MDMSNT-04
2024-02-07 23:36:00,1.6866,61.93,1024.43,0,0.588653,0.610867,-0.0149189,-1.17,3.589,3.716,3.426,4.949,6.607,0.279,0.309,0.301,0.357,0.424,MDMSNT-03
2024-02-07 23:36:00,3.065,53.88,1025.05,0,0,0,-0.035829,-1.466,8.74,8.14,7.974,7.875,8.03,0.401,0.351,0.359,0.423,0.381,MDMSNT-06
2024-02-07 23:36:00,2.8437,48.69,1022.31,0,0.527567,0.777467,-0.00440085,-7.35,,,,,,,,,,,MDMSNT-02
